"американская";"северо-американская";3
"американская";"центрально-американская";2
"американская";"южно-американская";1
"американски";"северо-американски";3
"американски";"центрально-американски";2
"американски";"южно-американски";1
"американский";"северо-американский";3
"американский";"центрально-американский";2
"американский";"южно-американский";1
"американское";"северо-американское";3
"американское";"центрально-американское";2
"американское";"южно-американское";1
"американской";"северо-американской";3
"американской";"центрально-американской";2
"американской";"южно-американской";1
"американском";"северо-американском";3
"американском";"центрально-американском";2
"американском";"южно-американском";1
"американскому";"северо-американскому";3
"американскому";"центрально-американскому";2
"американскому";"южно-американскому";1
"американские";"северо-американские";3
"американские";"центрально-американские";2
"американские";"южно-американские";1
"американскими";"северо-американскими";3
"американскими";"центрально-американскими";2
"американскими";"южно-американскими";1
"американских";"северо-американских";3
"американских";"центрально-американских";2
"американских";"южно-американских";1
"аналогичная";"примерно-аналогичная";4
"аналогичная";"приближенно-аналогичная";3
"аналогичная";"приблизительно-аналогичная";2
"аналогичная";"очевидно-аналогичная";1
"аналогичное";"примерно-аналогичное";4
"аналогичное";"приближенно-аналогичное";3
"аналогичное";"приблизительно-аналогичное";2
"аналогичное";"очевидно-аналогичное";1
"аналогично";"примерно-аналогично";4
"аналогично";"приближенно-аналогично";3
"аналогично";"приблизительно-аналогично";2
"аналогично";"очевидно-аналогично";1
"аналогичной";"примерно-аналогичной";4
"аналогичной";"приближенно-аналогичной";3
"аналогичной";"приблизительно-аналогичной";2
"аналогичной";"очевидно-аналогичной";1
"аналогичному";"примерно-аналогичному";4
"аналогичному";"приближенно-аналогичному";3
"аналогичному";"приблизительно-аналогичному";2
"аналогичному";"очевидно-аналогичному";1
"аналогичные";"примерно-аналогичные";4
"аналогичные";"приближенно-аналогичные";3
"аналогичные";"приблизительно-аналогичные";2
"аналогичные";"очевидно-аналогичные";1
"аналогичный";"примерно-аналогичный";4
"аналогичный";"приближенно-аналогичный";3
"аналогичный";"приблизительно-аналогичный";2
"аналогичный";"очевидно-аналогичный";1
"аналогичным";"примерно-аналогичным";4
"аналогичным";"приближенно-аналогичным";3
"аналогичным";"приблизительно-аналогичным";2
"аналогичным";"очевидно-аналогичным";1
"аналогичными";"примерно-аналогичными";4
"аналогичными";"приближенно-аналогичными";3
"аналогичными";"приблизительно-аналогичными";2
"аналогичными";"очевидно-аналогичными";1
"аналогичных";"примерно-аналогичных";4
"аналогичных";"приближенно-аналогичных";3
"аналогичных";"приблизительно-аналогичных";2
"аналогичных";"очевидно-аналогичных";1
"ангельская";"чисто-ангельская";3
"ангельская";"светло-ангельская";2
"ангельская";"бело-ангельская";1
"ангельские";"чисто-ангельские";3
"ангельские";"светло-ангельские";2
"ангельские";"бело-ангельские";1
"ангельский";"чисто-ангельский";3
"ангельский";"светло-ангельский";2
"ангельский";"бело-ангельский";1
"ангельское";"чисто-ангельское";3
"ангельское";"светло-ангельское";2
"ангельское";"бело-ангельское";1
"ангельским";"чисто-ангельским";3
"ангельским";"светло-ангельским";2
"ангельским";"бело-ангельским";1
"ангельских";"чисто-ангельских";3
"ангельских";"светло-ангельских";2
"ангельских";"бело-ангельских";1
"ангельском";"чисто-ангельском";3
"ангельском";"светло-ангельском";2
"ангельском";"бело-ангельском";1
"бабская";"женско-бабская";2
"бабская";"сугубо-бабская";1
"бабские";"женско-бабские";2
"бабские";"сугубо-бабские";1
"бабским";"женско-бабским";2
"бабским";"сугубо-бабским";1
"бабскими";"женско-бабскими";2
"бабскими";"сугубо-бабскими";1
"бабских";"женско-бабских";2
"бабских";"сугубо-бабских";1
"бабское";"женско-бабское";2
"бабское";"сугубо-бабское";1
"бабском";"женско-бабском";2
"бабском";"сугубо-бабском";1
"бабскому";"женско-бабскому";2
"бабскому";"сугубо-бабскому";1
"бабскую";"женско-бабскую";2
"бабскую";"сугубо-бабскую";1
"безопасная";"достаточно-безопасная";
"безопасное";"достаточно-безопасное";
"безопасной";"достаточно-безопасной";
"безопасному";"достаточно-безопасному";
"безопасные";"достаточно-безопасные";
"безопасным";"достаточно-безопасным";
"безопасных";"достаточно-безопасных";
"болезненно";"хворо-болезненно";2
"болезненно";"слабо-болезненно";1
"болезненное";"хворо-болезненное";2
"болезненное";"слабо-болезненное";1
"болезненном";"хворо-болезненном";2
"болезненном";"слабо-болезненном";1
"болезненному";"хворо-болезненному";2
"болезненному";"слабо-болезненному";1
"болезненную";"хворо-болезненную";2
"болезненную";"слабо-болезненную";1
"болезненные";"хворо-болезненные";2
"болезненные";"слабо-болезненные";1
"болезненный";"хворо-болезненный";2
"болезненный";"слабо-болезненный";1
"болезненным";"хворо-болезненным";2
"болезненным";"слабо-болезненным";1
"болезненных";"хворо-болезненных";2
"болезненных";"слабо-болезненных";1
"бракоразводный";"сугубо-бракоразводный";
"бракоразводные";"сугубо-бракоразводные";
"бракоразводных";"сугубо-бракоразводных";
"воспалительная";"болезнено-воспалительная";2
"воспалительная";"инфекционно-воспалительная";1
"воспалительный";"болезнено-воспалительный";2
"воспалительный";"инфекционно-воспалительный";1
"воспалительные";"болезнено-воспалительные";2
"воспалительные";"инфекционно-воспалительные";1
"воспалительных";"болезнено-воспалительных";2
"воспалительных";"инфекционно-воспалительных";1
"воспалительное";"болезнено-воспалительное";2
"воспалительное";"инфекционно-воспалительное";1
"воспалительном";"болезнено-воспалительном";2
"воспалительном";"инфекционно-воспалительном";1
"воспалительному";"болезнено-воспалительному";2
"воспалительному";"инфекционно-воспалительному";1
"вращающаяся";"быстро-вращающаяся";2
"вращающаяся";"крутяще-вращающаяся";1
"вращающегося";"быстро-вращающегося";2
"вращающегося";"крутяще-вращающегося";1
"вращающиеся";"быстро-вращающиеся";2
"вращающиеся";"крутяще-вращающиеся";1
"вращающийся";"быстро-вращающийся";2
"вращающийся";"крутяще-вращающийся";1
"воинствующая";"враждебно-воинствующая";2
"воинствующая";"захватнически-воинствующая";1
"воинствующей";"враждебно-воинствующей";2
"воинствующей";"захватнически-воинствующей";1
"воинствующие";"враждебно-воинствующие";2
"воинствующие";"захватнически-воинствующие";1
"воинствующий";"враждебно-воинствующий";2
"воинствующий";"захватнически-воинствующий";1
"воинствующим";"враждебно-воинствующим";2
"воинствующим";"захватнически-воинствующим";1
"воинствующими";"враждебно-воинствующими";2
"воинствующими";"захватнически-воинствующими";1
"воинствующих";"враждебно-воинствующих";2
"воинствующих";"захватнически-воинствующих";1
"жирная";"калорийно-жирная";2
"жирная";"мясисто-жирная";1
"жирное";"калорийно-жирное";2
"жирное";"мясисто-жирное";1
"жирном";"калорийно-жирном";2
"жирном";"мясисто-жирном";1
"жирному";"калорийно-жирному";2
"жирному";"мясисто-жирному";1
"жирной";"калорийно-жирной";2
"жирной";"мясисто-жирной";1
"жирную";"калорийно-жирную";2
"жирную";"мясисто-жирную";1
"жирные";"калорийно-жирные";2
"жирные";"мясисто-жирные";1
"жирным";"калорийно-жирным";2
"жирным";"мясисто-жирным";1
"жирными";"калорийно-жирными";2
"жирными";"мясисто-жирными";1
"жирных";"калорийно-жирных";2
"жирных";"мясисто-жирных";1
"захламленная";"практически-захламленная";3
"захламленная";"сильно-захламленная";2
"захламленная";"чертовски-захламленная";1
"захламленное";"практически-захламленное";3
"захламленное";"сильно-захламленное";2
"захламленное";"чертовски-захламленное";1
"захламленном";"практически-захламленном";3
"захламленном";"сильно-захламленном";2
"захламленном";"чертовски-захламленном";1
"захламленному";"практически-захламленному";3
"захламленному";"сильно-захламленному";2
"захламленному";"чертовски-захламленному";1
"захламленной";"практически-захламленной";3
"захламленной";"сильно-захламленной";2
"захламленной";"чертовски-захламленной";1
"захламленную";"практически-захламленную";3
"захламленную";"сильно-захламленную";2
"захламленную";"чертовски-захламленную";1
"захламленные";"практически-захламленные";3
"захламленные";"сильно-захламленные";2
"захламленные";"чертовски-захламленные";1
"захламленным";"практически-захламленным";3
"захламленным";"сильно-захламленным";2
"захламленным";"чертовски-захламленным";1
"захламленными";"практически-захламленными";3
"захламленными";"сильно-захламленными";2
"захламленными";"чертовски-захламленными";1
"захламленных";"практически-захламленных";3
"захламленных";"сильно-захламленных";2
"захламленных";"чертовски-захламленных";1
"импульсивная";"порывисто-импульсивная";2
"импульсивная";"непроизвольно-импульсивная";1
"импульсивно";"порывисто-импульсивно";2
"импульсивно";"непроизвольно-импульсивно";1
"импульсивное";"порывисто-импульсивное";2
"импульсивное";"непроизвольно-импульсивное";1
"импульсивной";"порывисто-импульсивной";2
"импульсивной";"непроизвольно-импульсивной";1
"импульсивном";"порывисто-импульсивном";2
"импульсивном";"непроизвольно-импульсивном";1
"импульсивному";"порывисто-импульсивному";2
"импульсивному";"непроизвольно-импульсивному";1
"импульсивную";"порывисто-импульсивную";2
"импульсивную";"непроизвольно-импульсивную";1
"импульсивные";"порывисто-импульсивные";2
"импульсивные";"непроизвольно-импульсивные";1
"импульсивный";"порывисто-импульсивный";2
"импульсивный";"непроизвольно-импульсивный";1
"импульсивным";"порывисто-импульсивным";2
"импульсивным";"непроизвольно-импульсивным";1
"импульсивными";"порывисто-импульсивными";2
"импульсивными";"непроизвольно-импульсивными";1
"конституционная";"законно-конституционная";2
"конституционная";"государственно-конституционная";1
